,Review,Thema1,Thema2,Thema3,Thema4
17,buy crocs store order half size large advice web site big try exchange  local store recommend crocs store refuse deal say product number incompatible factory number return refund via up,0.3632048044567849,0.012763900816598402,0.05717370596304783,0.12394634414430689
18,buy size small disappoint,0.42448315311264884,0.31011764902758426,0.006148145956567578,-0.19211742495758943
19,buy style size purchase many year clearly least size small old pair confident size purchase return go store make sure size correct,0.5022906592288112,0.23513105030548845,-0.06356205272634045,-0.021058523355248167
20,buy son wear  much extra room like size big,0.35710935954231204,-0.019232740024745655,0.17688809328630617,0.17203690115099257
21,buy teenage granddaughter show unisex hole top front shoe much large look good add accessory available shoe fit well,0.2639627590939306,-0.20544053770943002,0.017632235360225977,0.0843155126797289
22,buy two pair come defective leave strap short mishapen cant get different pair color want sell return disappoint,0.3187226275928549,-0.2297174729522381,0.05887947020807886,-0.12344070847323237
23,bring crocs kid first crocs arrive late wrong size wrong color besides crocs easy use kid,0.28666343620408596,-0.07125770196513243,0.05836022733584646,-0.20185272806680707
24,crocs year original crocs barely cushion  poor quality worth size way offmy old pair   barely fit arch support go back,0.35607464860146043,-0.05088391561418177,-0.17229315075411042,-0.07745795200982629
25,come  day late anniversary,0.07094234455157107,-0.06999900087737548,-0.007024362282684857,0.02382182174549046
26,come extremely big cant wear buy size shoe everything big,0.379680421480976,0.010432977797139156,0.1355386838782095,0.36273626149090477
27,come warp one feel look small,0.22295814108846862,0.014556468822030664,0.05449717230039021,-0.12997072011262215
28,come strap break almost slice extremely comfy,0.07782787758938306,-0.15214013934223303,-0.08363529266772787,-0.0010378888189788013
29,cant figure right size sa line one swim think next size short wish narrow version love clog,0.2987890048695822,0.12385843836537137,-0.03386903668293291,0.019126449508394403
30,cancel order explanation,0.2241318546515643,0.0907568872031107,0.07086367349825921,-0.1563645695328165
31,cheaply make save money spend elsewhere,0.0888045538789441,-0.08455413836541623,-0.09495892473358473,-0.005525199790058066
32,color match picture expect light pink hot pink,0.0641944074732666,-0.10289685296148048,0.2480151241854284,-0.16946870606447972
33,color picture oxygen blue yet moon jelly color purple,0.11373323584530376,-0.19984625275577586,0.5293118606354653,-0.3333402206681405
34,color way dark picture look like black,0.20283639346293142,-0.22168728203755367,0.4772043151986175,-0.22822031406247684
35,comfort great get size mine fit small,0.4030097068214489,0.25019759132314934,-0.06378782022191794,-0.013523440426344808
36,comfortable shoe incredibly slippery wet surface surface like textured concrete,0.20622493883945064,-0.29810783122006923,0.10266299294914324,0.08843150042353758
37,rock send limit edition crock usps one see send fake look one month blow get money back new pay period,0.1937407993183623,-0.10535918786403727,-0.023018239283003387,-0.0981455298767084
38,crocs always hit miss miss one back strap pop one side attach back,0.19430242488784047,-0.12912202554190075,-0.12415413998954508,-0.09698527711909197
39,crocs great however seem inconsistent size depend country make,0.2619276640028523,0.01283416193142177,-0.09886606863012862,-0.0528848120922284
40,crocs greathowever take   week get order first time order websitewill order,0.2728332143658613,-0.0584465650174857,-0.03465700104057353,-0.1512625054200674
41,crocs change recently order black classic size  previous green crocs size  show wear change note black crocs size short length green crocs make usa black crocs make vietnam little nub old green crocs insole low profile non abrasive new crocs prominent sharp nub comfortable unless wear sock black crocs width fair felt little tight rub hammertoe able stretch insert  lb hand weight toe area shoe overnight able make work happy change,0.3801869461579972,-0.1439956579422038,-0.19082913483576971,-0.09135495863034247
42,crocs quality change customer service change well disappoint crocs experience,0.1746126203646196,-0.1308073388924779,-0.1121318830520793,-0.12001519523888746
43,crocs rock great fun shoe summer get dirty hose nice light little nub insole give bottom foot great massage position sole help stand erect stop slouch mother warn lot le expensive birkenstocks well,0.20355573405844662,-0.204210091155569,-0.14911758887659146,0.0656420909454085
44,crocs run big disappoint,0.2208141444515284,-0.06323354733289883,0.05537430182987839,0.04300422382307906
45,crocs shoe great nothing negative website horrible never get order cancel reorder order cancel,0.3125750378645983,-0.1073100990947382,-0.0677695611891237,-0.09758904128032506
46,crocs little tight comfortable,0.12967858256909645,-0.15584886331762435,-0.1283013245573857,-0.020511031016652997
47,cute wide good man foot,0.1495836319774612,-0.19563121315645307,-0.10420212087441334,0.18735501123988185
48,fit receive pair gift ask exact size one shoe significantly small although mark person provide gift include receipt stick,0.4470089938159119,0.1590435676087973,-0.11891378755191112,-0.07673396532775727
49,like wear cant return really like fit,0.2682633388979926,-0.2561653442504085,0.2547645475755278,0.1553194925986312
50,fit like order big size get refund,0.44422972930823756,0.06222635370158393,0.23634084776625153,0.09969372532039952
51,like color feel color picture,0.17121298154263198,-0.27231772908337254,0.602535763383458,-0.34260328536813717
52,see regular one online get w woman loose foot,0.20521929134908312,-0.10101889729830589,-0.10656488037642868,0.03442335030998256
53,buy crocs deep green navy clearly state make mexico vietnam theyre make china fit differently deep green pair fit loosely navy keep happy purchase receive wrong product fit way navy fit way deep green little roomy,0.33793959557854475,-0.10134456342660067,-0.11985652326208565,-0.06180000280332423
54,like give away alreadyvery uncomfortable make clumsy foot expect,0.1684719134467559,-0.24535766467289927,0.0034220141627335707,0.02317676388246475
55,begin compare previous crocs purchase make different country large especially heel quality felt cheap offer crocs purchase return,0.2793403761422923,-0.1924868926255897,-0.07644631461210882,0.016102634926360125
56,feel good previously purchase pair,0.18170890705812429,-0.08769590738641198,-0.0891745456516433,-0.13275691051837835
57,fool crocs zero hassle return policy want exchange crocs one size big go mall america crocs store tell get discount price crocs online store pay  difference pair absolutely ridiculous cant exchange different size crocs mall america store crocs store,0.40723184761446424,-0.050353330259579984,-0.06538333598395281,-0.01733334562272222
58,like little knobbies inside shoe,0.168306747102493,-0.2674099010792921,0.08185975458908094,0.07453570807698545
59,really like big clokey look woman order pair real nice look like daughter buy pair florida mexico last week look good woman,0.31362940688031327,-0.1619311993062265,0.17623392553864503,-0.14101903304160893
60,easy order come quick however shoe wayyyy big usually wear anything  men assume get  since flip flop run kinda small size  shoe come look like size  like say wayyyy big plan return way return cost much shoe stick product great think return easily think itll fit,0.513469802971683,-0.10263341700438523,0.25615449934775314,0.348936603817653
61,go size normal tight wear waste money poor experience,0.23028053778881805,0.06938366161319322,-0.06681160024441048,0.0796045957951918
62,though color size want leave shoe waaayyyyy biggerwider right shoe try get pair journey issue lime green color issue,0.2960072891389449,-0.13796008704925342,0.15413158229471327,-0.11765019615725511
63,every time send discount code shoe always stock code expire shoe available croc crap blow,0.1764509949700871,-0.15171467208699674,-0.03492171129722801,0.0951704737188207
64,fell apart could get box extremely uncomfortable  minute ride recommend,0.09211490947307088,-0.10033667129891792,-0.05223503078331069,0.04901517666362219
65,fit way big go donate buy past much large,0.25673908159678177,-0.024296974023107022,0.09496017540371181,0.20430128110860626
66,fit big try contact support could get anyone via phone email,0.21521949131791354,-0.06482088254257128,0.017316758936204275,0.2043185766441375
67,fit loose uncomfortable without strap stay strap toe push end shoe pay  return disappoint,0.1941871140385184,-0.2253327893359909,-0.04902611867158744,0.11326449505985302
68,many year id curious crocs saw ad zappos online finally decide give classic clog try big mistake wear  size shoe half size recommend get next size  size  thats pair receive large enough bigfoot  least comparison size plastic projectile spurt sole felt like form medieval torture device hope someone shop goodwill appreciate thats take,0.5490430610615373,0.17541729075908474,-0.024387233000176242,0.061154572676662494
69,past year least every pair classic crocs buy small pair already exact size something amiss crocs manufacture old new pair new pair short old pair try next size always big classic crocs long fit properly anyone family disappoint,0.46181097263023274,0.018718924622205934,-0.23136063372267288,-0.19600713996023592
70,get wrong size pay like  ship lose money return wack,0.27032782702061336,-0.030713466061698703,0.18354745845151754,0.11909709810223715
71,order return twice pair cut way wide order pair different color fit perfect,0.42929872740999503,-0.1139268053200842,0.16350421317684408,-0.07076217958044058
72,return small,0.2858686205562658,0.13685690890595703,0.17104746042918456,0.2589575508622364
73,return color lavender light blue picture mislead,0.1464627957061408,-0.1997897565172548,0.48992511462768107,-0.037315860288829855
74,half size ensure good fit,0.285541342448137,0.20241080457547472,-0.005425712628979382,0.03139936595219749
75,wear one time perfect next pool swim swim put fit literally shrink whole shoe size sit outside upset spend much money cant wear cant wear crocs summer weather buy purchase crocs,0.37926681409336316,-0.15409647327974313,-0.16631642393500407,0.067600983725993
76,honestly worth money poor quality get  pair  mess rip contact support team get back day late end keep buy,0.21012983429595822,-0.14833157166487426,-0.1211195426711425,-0.06628188522176562
77,horrible shoe big order size store look bottom make different country make huge difference ever purchase online,0.35994466670042413,-0.04320039988633723,0.025924064412838496,0.030896055273225524
78,horrible hard uncomfortable inflexible crocs change rubber formulation shoe hurt foot whereas pair buy month early nice soft,0.252825724009173,-0.24963710073572068,-0.1915615921984342,0.013203867912849963
79,hand wash put sun dry shunk fit anymore comfortable time get wear,0.21175977879725214,-0.17782686960986704,-0.16152870185391913,0.09367863507149884
80,return shoe store get different shoe fit consistent shoe small,0.3697429993602098,-0.13837048626998033,-0.016219120497118836,0.24765217295454015
81,always buy mw size crocs never fail time buy reason theyre like  size small regular mw uncomfortable wear love classic crocs much suck experience negative time,0.43573167695217113,-0.039622181766874355,-0.06875915853584101,-0.1128469031552557
82,  reg order  super big return wait ,0.23369457227863713,-0.007097891269249854,0.2691667153213695,0.3058189708183474
83,currently go return defective one shoe small,0.3445341923528371,0.0026525543020412216,0.03707232908520561,0.22273413190655622
84,sure company blame  zappos crocs  shoe receive week feel full size small size order year original pair size w  make mexico size make china zappos let see shoe make order say import disappoint crocs,0.49702313953492344,0.07987420083843472,-0.12153362316384328,-0.1342336394862591
85,happy product since get size small size order shrink compare size w crocs,0.48206165292937103,0.3149921286967016,-0.029161291259816226,-0.07785832454478622
86,frustrate fit shoe order size first time still fit go store return try different size inconvenient,0.4592246154225951,0.06084177030288201,0.030875755232322374,0.14230490423614728
87,usually size  purchase  small wear sportstyle strap swap size  strap noticeably much big strap fit still big little nob inside pronounce theyre flat smooth think batch manufacture little differently usual disappoint size  black tyedye perfect probably best try store,0.39883531760470425,-4.5991738321267406e-05,-0.020795641504210146,0.11150975425862543
88,disappoint crocs expensive quality good,0.17749324781014147,-0.134230931090906,-0.06789996930247642,-0.16408801358708247
89,disappoint  pair shoe buy fit differently big fit regular none never buy online,0.3627571163858151,-0.11088700577863336,-0.03651186829976899,0.005402070582184589
90,buy pair black crocs  look use look super ashy brand new sure theyre like,0.2652639279219596,-0.22518190899382623,0.06580261531434306,-0.23908369500452828
91,buy size  like crocs one order come size  small good buy store save disappointment ,0.5447505083894957,0.16969619388149562,0.07507139508743518,-0.16538485927144891
92,buy size  feel like size ,0.41255545077527495,0.18071434500763536,0.1986293424939585,-0.08043687180017728
93,buy disneyland wear work day hat foot kill time get want return,0.2585536131256843,-0.25263425134050954,-0.07860033543361891,0.1889580451730949
94,buy stock get cancel,0.20018663547537685,-0.08981544320460888,-0.041915850106395085,-0.071361831272921
95,buy crocs couple day wear shrink significantly pretty tight,0.20969129965209587,-0.14053300469139468,-0.1522852491739669,-0.054034052080402156
96,buy normal size reason theyre big,0.3301973752907402,0.15460113780025214,0.13470378648764347,0.14949096501500553
97,buy crocs  week begin peel top,0.19071363559401083,-0.1280255210807658,-0.0919906211450705,-0.13261931696536183
98,buy crocs work realize size  fit return purchase size  lil big really wish make half size work much good anyways still keep size  make work,0.42752527747755414,0.11825864365237407,-0.0030823872197449295,0.12166551846173845
99,buy moon jelly croc color like shade blue look like purple lilac type color disappoint ,0.24114200217853193,-0.31395038807380793,0.5762941482095287,-0.37374589289258847
100,buy sherbet orange one think look light orange internet theyre bright yellow person orange,0.18448797380334073,-0.12094717875706831,0.029482103612252585,-0.1227223112147478
101,buy wrong color gift wife charge ship though suppose free easy return policy turn difficult none store carry crocs area accept return call get refund ship change return make back reluctantly agree nothing call back day late say give refund ship send return label get nice email promise refund label attach sure many call get straighten incompetent,0.2746925689302665,-0.18706271722685014,0.12740533799849219,0.11684910876763771
102,buy crocs size multiple pair whatever reason may one whole size small inconvenient size way around matter buy store online never problem recently whole bunch people keep run issue,0.4903225927298592,0.2215873220106764,-0.08269079795977011,-0.11891505563973356
103,buy work pbx operator foot much either way want something comfortable regret burn bruise foot give week see break sadly painful week without bruise still,0.17921876008296883,-0.2165584079488101,-0.12888067411424814,0.06434064596051137
104,buy pair crocs pair long time decide need new pair notice quality previous pair old pair make mexico new pair make china know different quality comfortable,0.31381905847977254,-0.16114259044734333,-0.2742962559041238,-0.1974765624578089
105,buy product see comfortable wear  day get nothing blister tenderness side foot hurt walk put type footwear,0.19654888034221618,-0.2506618753082982,-0.18420619908373895,0.07971519957283896
106,bring replace nike air monach iv size  e fit comfortably maybe expectation high base review id hop could wear day comfort wrong immediately felt lack arch support translate back pain  mile morning walk go buy pair nike walk mile crocs relegate beach duty,0.3111555110818146,-0.0797776223793661,-0.14395244455566025,-0.012427133469184573
107,like dark grey color return,0.25207763279859147,-0.337631330031128,0.7384487577346338,-0.033637520743285805
108,buy color sure lol,0.15475378761253117,-0.13573886896578408,0.32286756113294496,-0.2417216120050924
109,like package arrive crocs accessory loose bag accessory crocs move around much bag time get look use dirty brand new item mind never send clothe shoe accessory etc thin loose bag disappoint first experience either go store look everything heavily pick dirty order online still receive dirty item guess buy anymore crocs point get,0.4088677187379952,-0.2843933255679712,-0.014210063423195878,-0.22183741708582616
110,purchase return woman size  big get  small try man size  big man  good fit priceso return get refund get yet four day late,0.4733227848976934,0.08763339913945867,0.14014424876375337,0.3130969650438824
111,buy color purple one like,0.2826723202307307,-0.23774303807975097,0.45991427772499943,-0.31891692297358337
112,care color size  small though size  crocs,0.47430489664094033,0.2658889263538283,0.20599964860030004,-0.22873043472805527
113,know anyone stand little bump insole like stand pebble theyre crocs  know theyre wide  chunky clunky fine pebbly insole make painful stand walk,0.18042282518844743,-0.2166071279318232,-0.03123227990639816,-0.029494031478086873
114,know happen formula show near soft purchase past feel like walk concrete know difference softness different style severely disappoint,0.15607463876728736,-0.16117657751467634,0.051813734847674535,-0.11803662416425337
115,expect crocs fit like original pair several year ridge toward toe hit ball foot hurt walk look outside pair inside sole construct differently size change well reorder  never wear life  short send back well,0.35356429961755426,-0.21204478485245162,-0.12116136497092975,-0.0811191815941491
116,finally order new pair crocs old pair fit perfectly order size wear year arrive fit way large sloppy order extra wide crocs return order size fit perfectly width short return well sure new style crocs loosefitting disappoint,0.5469852801535163,-0.04237581106688555,-0.08893582946382937,-0.01287550540508051
117,get moon jelly think like oxygen powder blue color purple blue,0.13711781341080648,-0.1917504089048637,0.317176424094439,-0.17919013095137387
118,get send wrong size still keep gift someone else annoy get send wrong thing,0.2047087465991871,0.05664487069696019,0.023155914020520838,-0.024900338026470802
119,pair size  wear year since small woman size  way big rub blister childrens size style like,0.5168613941932269,0.2452447043202358,0.045371254755837975,0.09607373357723804
120,buy woman size  fit like size  previously buy size side side big difference compare recent pair receive,0.44774407402274397,0.156774113443839,0.07493425106112193,-0.013105654243935935
121, pair size  clog small return size change,0.48824428328886627,0.30716398004191175,0.007777879023138269,0.08034599789707923
122, pair authentic classic crocs make china purchase pair classic style least  size small make vietnam apparently size clearly quality control issue disappoint,0.3857277319348275,0.06225268347872324,-0.20191735862792037,-0.19264437214155533
123,aa narrow width crocs way wide,0.17903042610896958,-0.10869078715042213,-0.08957194648194988,0.11464102215268504
124,banana color pair size wm fit great order size black small size consistent across color wm look like wear someone el shoe basically black crocs point,0.5474448111444031,0.01288919101053953,0.27010665791433336,-0.2428393974070404
125,buy  love various crocs style  year classic crocs wide foot medium width wish crocs consider make narrow width style believe crocs change size always wear woman  past  year size  fit good however vintage style crocs clearly use old size size  small,0.47511875797550374,0.0035687993665588095,-0.2223427743973012,-0.03560635139104713
126,wear crocs religiously since  crocs know foruntil change size measure crocs size new pair new pair small beyond upset crocs literally shoe fit please bring back old size please make clear future customer purchase shoe use buy own dozen crocs year crocs long get business,0.5919440446644728,-0.09530202059420237,-0.30610688913401957,-0.15725997448455975
127,buy crocs several time size order one come correct size number big usual one order understand whats wrong send back big quality look fine size,0.5107969373532207,0.15038146582893316,0.12254592148095093,0.003078253862984621
128,classic clog decade decide purchase new clog size website true size go academy purchase shoe could try none fit run small second toe long big toe stick one clog hole original clog hole location buy sandal rather clog love crocs design craftsmanship fall,0.3667957261570801,0.037049485263245606,-0.08181289967605279,0.01874938796675242
129,many crocs year something change manufacture quality felt flat cushion like one try replace around house try crocs freesail clog order something wrong comfortable see review effect crocs stylish theyve always comfyback go thank goodness zappos return policy,0.34743592596737605,-0.16177221706216854,-0.037069649418358996,-0.04888149998895643
130,several pair crocs past different style color direct company disappoint consistency size size  classic style want pair different color arrive fit least size large wide original pair exchange size  fit good leave shoe small right happy,0.5093931027019669,0.04828214289859391,0.017600213211103992,-0.15155796925257584
131,three pair identical classic crocs year wear order identical shoe size find current version terribly uncomfortable strap short foot cram shoe toe box widen point annoy space outside baby toe do crocs trip shoe store turn company good alternative byebye crocs,0.4110430579658216,-0.22889294217654796,-0.23505305892249043,0.029787271880110273
132,maybe  clog find lime zest tight size  wear  due width sol order size  get manufacturer last year problem color purple small order purple year right size make mad manufacturer hop nobody notice give permission send clog sample right foot start assembly line obviously one crocs job doubt size  engulf buy bunch jibbitz lime zest normal size lime zest next year want lime zest way paint jibbitz match clog color use jaquard fabric paint purchase art store wash correctly size lime zest sooner late please let know,0.553277476883364,0.11381932592088521,0.014733438747414408,-0.13033380104168368
133,never complaint crocs purchase little grandson ever usually shop store guess last pair must defective piece plastic hang loose side crocsall peel cut love crocs healthcare business hospital wear match scrub soon ill buy color like white,0.369810702935014,-0.3135506706999222,0.0009148288979028765,-0.2694191766281976
134, pair crocs lately last  pair purchase fit differently usually men   recently buy red pair classic clog entirely big make sense pink one size fit perfectly purchase purple pair  decide size  get men   way small make sense blue crocs size snug fit suggestion either make half size stop whole roomy fit thing zero reason pair crocs different fit ill never order crocs online highly recommend go store make purchase return process strenuous crocs offer exchange send back store via up wait return process wait make way crocs store close store area  mile away ridiculous,0.5992195184276461,-0.02047305709947616,-0.1332043912911421,-0.09185333004914333
135,purchase several crocs one correct size however reduce contact customer service hear back,0.28693619509337176,-0.0002391516092260372,-0.10264645650163795,-0.09285040658814385
136,several pair classic crocs love purchase person different store order two pair site theyre pretty awful theyre uncomfortable tight true size send message issue never receive response,0.3480324248992886,-0.04162560895578654,-0.13037508854332308,-0.1826591481339261
137,several pair crocs clog  classic  size originally order regular size small go size large need return ,0.5873570344406938,0.2912790482002946,0.006108085564514573,0.08269384351558459
138,several pair classic crocs size  fit perfectly order second pair different color order true size return pepper pair wait replacement zappos agent suggest might manufacture error try size  replacement well see,0.5253700907545914,0.1054933696423268,0.03769940628787549,-0.15260965188120118
139,white crocs size  fit good get black crocs size  way big fit,0.5030277967947291,0.11053370391764372,0.013691940608206148,0.06863957622329295
140,wear crocs classic year recent pair large wear  shoe order  crocs almost inch large shall return mark,0.36994057539257036,-0.17689324834814388,-0.130095823127774,0.10432799709968738
141,wear crocs wear old pair time time buy  pair husband wide foot old pair fit well new pair get nearly wide pair get big stay small size inside sole felt like nail stick foot sock return pair online still try get ship label bad change design,0.48563048764657557,-0.2010823576236575,-0.21313328704662873,0.04631863261774764
142,like crocs theyre comfortable need fix size order size  yet crocs way big foot otherwise theyre fine,0.43169912949335976,-0.029003345020246565,0.05599753290685166,0.09019225912505688
143,like comfortable true size small,0.32866332660409947,0.17313501770174033,0.09821300650829161,-0.04379216757443706
144,like lot wrong size,0.2906683302759601,0.11900142714622886,0.24463904788638155,-0.047121213444119
145,like color understand hype,0.1975873328255343,-0.3156036460987248,0.6935910964153775,-0.3419445344554259
146,like product need big size,0.3252918462179568,0.06658188438454266,0.3100330230311371,0.24576438645839727
147,like product size small normally  size product  small,0.37979482804751963,0.3034972513680185,0.10482228643612683,-0.035073471477189457
148,like crocs much first get soresblisters foot nowhere read wear sock live florida,0.26909870721123114,-0.3219490190897426,-0.05555960135446725,0.03049512957477979
149,love crocs pair defective though shoe print size right shoe th inch long leave plus wide disappoint much want neon purple pair,0.3730117988490711,-0.13626136134015596,-0.154462875003351,-0.032494289899271944
150,love crocs order size  men get size  give sister highly disappoint,0.4657457188821567,0.15322563012603393,-0.04962556414680783,-0.1451454143641826
151,love new crocs super comfy side already start flake look bad maybe month much money last lifetime,0.16134567917657527,-0.15713707723160183,-0.057102974500371925,-0.1077269574207998
152,love color absolutely hate fit order along blue crocs size woman size  absolutely love crocs think look great get pair first time pretty disappoint mean foot top part loose clog basically slip compare blue crocs fit right foot really strange upset consider wanna wear cant think problem blue one make vietnam make mexico nice get choose make shape gonna different,0.4606094783211864,-0.21080807393972384,-0.07085844460711833,-0.1653244617950355
153,love clog one order big line size chart otherwise great,0.3674469916205681,0.14005457717137917,0.055082794153377156,0.06004116171449357
154,need narrow pant wide,0.10813714618745682,-0.084538961908639,-0.013762167702702343,0.2289504448157797
155,need return big cant figure,0.18865411374130137,-0.06498601695533202,0.2673824466534247,0.46348054475993355
156,never receive order try contact crocs customer service via livechat state think order lose tell delay wait  day almost month since order still receive order refund apparently usps still wait order transfer up track say buy crocs store,0.29511384827729115,-0.05895101143348708,-0.025961154630679443,-0.15453430981426303
157,order  pair crocs wear notice run small  pair purchase disappoint stick  pair small crocs,0.46112547338001875,0.002402478504383028,-0.26422955767803374,-0.2878679984833618
158,order teal color send ugly color,0.2034557827321132,-0.15310761676745033,0.519199537793709,-0.3668160354268216
159,order  pair classic crocs usual size pair way large wide apparently manufacture incorrectly buy crocs store try fit,0.5204123698663446,-0.022731689447246243,-0.16928105635833612,-0.06756985399345161
160,order  fit like  disappoint end give friend want go hassle return reorder,0.2826941843192018,-0.14324803210502415,0.161891680821197,0.02519700420202156
161,order u size  men classic clog crocs receive amoji brand size  clog fit like u men   look like authentic crocs none label correct list scam,0.43765678141392905,0.02250686061519283,0.11370824070472199,-0.15948153513683225
162,order w shoe mark correctly actual size shoe full inch half short whoop,0.2698081351057626,0.05780196665514684,-0.012898927907814911,0.0720487367323513
163,order men  send woman  way exchange,0.2115521198115059,0.08176634219076294,0.0694699654203794,0.002121767534553322
164,order size  size  size big compare size  crocs go store exchange size  employee try help find pair stand around talk look online order size hope theyd fit sell,0.6083282160826959,0.3662387584289397,0.05462053254949422,-0.00939434496755634
165,order woman size  however send men size  instead try ship back get return slip,0.39908086639895807,0.13762049876464547,0.08983348143528169,0.09998500039962754
166,order   wear  fit ok material strong synthetic smell look shiny cheapplasticy attractive original crocs purchase  still wear daily basis subtlematte finish comfortable original crocs probably comfortable majority shoe today say worry chemical smell never purchase crocs get continue wear  year old pair,0.3792547949861698,-0.2699913243063802,-0.2390519359548146,-0.07336171364241229
167,order never get order call take money card mention anything account scammer,0.21385160095730263,-0.02422150963262721,-0.017927836039011408,-0.10495373859514753
168,order ballerina pink month end big return want order one small size color option anymore wait month back order color first ballerina pink order look like pink lemonade want go hassle return wait birthday gift back june wish get color right since favorite color light pink like show website,0.33322771943045315,-0.13904356086304986,0.41244111033625713,-0.17312918396004778
169,order men size  crocs gift son already men size  crocs year old new crocs small size  big,0.503507610261355,0.2377061666531268,-0.06435280536300961,-0.0564382405882627
170,order shoe size small take forever get,0.44593994237059364,0.19470068843810875,-0.03646756320106348,-0.006256390933390296
171,order online go store exchange big size pay money,0.28119560887130113,0.11807485378433925,0.08272992580933038,0.10049832173147413
172,order online lose order never receive,0.20840490570677805,0.026441142715171236,0.020936188045287508,-0.17478950609011829
173,order ballerina pink come mail look like lavender purple make disappoint,0.2454994453508939,-0.18631306883113483,0.20345017038281224,-0.22011381898628604
174,order size order  year fit today significantly small prior pair like exchange large size give two star size different prior year shoe size change company make small,0.5801070188626928,0.24545372604129476,-0.03948471005395762,-0.05235669258991162
175,order size previous crocs new one least one size small,0.4692981655817681,0.29040598049292227,-0.0834874325124129,-0.16097977008731845
176,order size usually wear croc come small look say different size depend factory annoy difference size big,0.5160721792406159,0.29092478802485167,0.11534830174609179,0.060811832270805104
177,order size someone who purchase line crocs one true size opinion know shrink way make like uncomfortable,0.45506361494300895,0.07014632363821863,0.012193292914083866,-0.10034020576956734
178,order replace well love wear crocs big disappointment full inch short narrow pair replace color exactly want size disaster size change drastically,0.4290306975439617,0.015753984162225027,0.06028447795554891,-0.052266995790338354
179,order two pair shoe grey pair fine true size brown pair mark grey pair seem almost two size small contact customer service send pair replace brown pair pair one size small grey pair though mark something wrong size manufacture pair order different size,0.4770454105491448,0.1883669943649078,-0.16484298658475913,-0.18657356374668901
180,order two pair pair one next size green pic big grey pair get foot make different country grey different material felt way cheap retuning,0.40906894298421764,-0.025733930427382486,-0.1309466088819094,-0.03604011301993278
181,size order fit,0.4861693505475331,0.3209841714207026,0.04261122983266667,-0.046515195544896956
